id,project_a,project_b,weight_a,weight_b,project_a_star_count,project_a_fork_count,project_a_watcher_count,project_a_contributors_count,project_a_Readme_score,project_a_technical_innovation,project_a_community_engagement,project_a_accessibility,project_b_star_count,project_b_fork_count,project_b_watcher_count,project_b_contributors_count,project_b_Readme_score,project_b_technical_innovation,project_b_community_engagement,project_b_accessibility
187,https://github.com/ethers-io/ethers.js,https://github.com/debug-js/debug,0.27534431747,0.72465568253,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0,11.2k,945,139,116,4.5,4.0,4.0,4.0
190,https://github.com/ethers-io/ethers.js,https://github.com/crate-crypto/go-ipa,0.90119142775,0.09880857225,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0,33,14,3,3,4.0,4.5,3.0,3.5
191,https://github.com/ethers-io/ethers.js,https://github.com/alloy-rs/core,0.79365098680,0.20634901320,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0,818,167,22,66,4.5,4.8,4.2,4.0
192,https://github.com/ethereum/solidity,https://github.com/ethereum/remix-project,0.54372991906,0.45627008094,23.7k,5.9k,732,636,4.5,4.8,4.7,4.2,2.5k,1k,68,181,4.5,4.8,4.2,4.0
194,https://github.com/ethereum/solidity,https://github.com/consensys/teku,0.43021919930,0.56978080070,23.7k,5.9k,732,636,4.5,4.8,4.7,4.2,692,304,34,109,4.5,4.0,4.0,3.5
198,https://github.com/ethereum/solidity,https://github.com/alloy-rs/core,0.84493064590,0.15506935410,23.7k,5.9k,732,636,4.5,4.8,4.7,4.2,818,167,22,66,4.5,4.8,4.2,4.0
199,https://github.com/ethereum/solidity,https://github.com/bluealloy/revm,0.64414490125,0.35585509875,23.7k,5.9k,732,636,4.5,4.8,4.7,4.2,1.7k,602,30,154,4.5,4.8,4.2,4.0
201,https://github.com/ethereum/solidity,https://github.com/ethereum/solc-js,0.74492408060,0.25507591940,23.7k,5.9k,732,636,4.5,4.8,4.7,4.2,1.5k,479,46,42,4.5,4.0,3.5,4.0
202,https://github.com/ethereum/remix-project,https://github.com/ethereum/go-ethereum,0.44602295200,0.55397704800,2.5k,1k,68,181,4.5,4.8,4.2,4.0,48.1k,20.4k,2.2k,"1,111",4.5,4.8,4.7,4.2
203,https://github.com/ethereum/remix-project,https://github.com/consensys/teku,0.39240829840,0.60759170160,2.5k,1k,68,181,4.5,4.8,4.2,4.0,692,304,34,109,4.5,4.0,4.0,3.5
205,https://github.com/ethereum/remix-project,https://github.com/eth-infinitism/account-abstraction,0.60603134760,0.39396865240,2.5k,1k,68,181,4.5,4.8,4.2,4.0,1.6k,675,39,25,3.5,4.0,3.0,3.5
206,https://github.com/ethereum/remix-project,https://github.com/crate-crypto/go-ipa,0.87968065340,0.12031934660,2.5k,1k,68,181,4.5,4.8,4.2,4.0,33,14,3,3,4.0,4.5,3.0,3.5
207,https://github.com/ethereum/remix-project,https://github.com/alloy-rs/core,0.76219547470,0.23780452530,2.5k,1k,68,181,4.5,4.8,4.2,4.0,818,167,22,66,4.5,4.8,4.2,4.0
208,https://github.com/ethereum/remix-project,https://github.com/bluealloy/revm,0.55555562650,0.44444437350,2.5k,1k,68,181,4.5,4.8,4.2,4.0,1.7k,602,30,154,4.5,4.8,4.2,4.0
210,https://github.com/ethereum/go-ethereum,https://github.com/chainsafe/lodestar,0.60990454623,0.39009545377,48.1k,20.4k,2.2k,"1,111",4.5,4.8,4.7,4.2,1.2k,317,35,111,4.5,4.8,4.2,4.0
213,https://github.com/ethereum/go-ethereum,https://github.com/crate-crypto/go-ipa,0.92958514330,0.07041485670,48.1k,20.4k,2.2k,"1,111",4.5,4.8,4.7,4.2,33,14,3,3,4.0,4.5,3.0,3.5
214,https://github.com/ethereum/go-ethereum,https://github.com/alloy-rs/core,0.86505206320,0.13494793680,48.1k,20.4k,2.2k,"1,111",4.5,4.8,4.7,4.2,818,167,22,66,4.5,4.8,4.2,4.0
216,https://github.com/consensys/teku,https://github.com/chainsafe/lodestar,0.34263547081,0.65736452919,692,304,34,109,4.5,4.0,4.0,3.5,1.2k,317,35,111,4.5,4.8,4.2,4.0
217,https://github.com/consensys/teku,https://github.com/bluealloy/revm,0.35403204963,0.64596795037,692,304,34,109,4.5,4.0,4.0,3.5,1.7k,602,30,154,4.5,4.8,4.2,4.0
218,https://github.com/wevm/viem,https://github.com/nomicfoundation/hardhat,0.54507799118,0.45492200882,2.7k,946,30,498,4.5,4.8,4.2,4.0,7.4k,1.5k,77,373,4.5,4.8,4.7,4.3
223,https://github.com/wevm/viem,https://github.com/ethers-io/ethers.js,0.33279540163,0.66720459837,2.7k,946,30,498,4.5,4.8,4.2,4.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
224,https://github.com/wevm/viem,https://github.com/sigp/lighthouse,0.46236897654,0.53763102346,2.7k,946,30,498,4.5,4.8,4.2,4.0,3k,784,70,192,4.5,4.8,4.2,4.0
225,https://github.com/wevm/viem,https://github.com/ethereum/go-ethereum,0.57511063005,0.42488936995,2.7k,946,30,498,4.5,4.8,4.2,4.0,48.1k,20.4k,2.2k,"1,111",4.5,4.8,4.7,4.2
226,https://github.com/wevm/viem,https://github.com/chainsafe/lodestar,0.67358756369,0.32641243631,2.7k,946,30,498,4.5,4.8,4.2,4.0,1.2k,317,35,111,4.5,4.8,4.2,4.0
229,https://github.com/wevm/viem,https://github.com/openzeppelin/openzeppelin-contracts,0.67661340324,0.32338659676,2.7k,946,30,498,4.5,4.8,4.2,4.0,25.2k,11.9k,640,464,4.5,4.8,4.7,4.3
231,https://github.com/wevm/viem,https://github.com/ethereum/solidity,0.60814465527,0.39185534473,2.7k,946,30,498,4.5,4.8,4.2,4.0,23.7k,5.9k,732,636,4.5,4.8,4.7,4.2
233,https://github.com/wevm/viem,https://github.com/ethereum/remix-project,0.66156709960,0.33843290040,2.7k,946,30,498,4.5,4.8,4.2,4.0,2.5k,1k,68,181,4.5,4.8,4.2,4.0
235,https://github.com/wevm/viem,https://github.com/supranational/blst,0.77431767030,0.22568232970,2.7k,946,30,498,4.5,4.8,4.2,4.0,485,182,18,22,4.5,4.8,3.5,3.8
236,https://github.com/wevm/viem,https://github.com/status-im/nimbus-eth2,0.57531284480,0.42468715520,2.7k,946,30,498,4.5,4.8,4.2,4.0,558,251,37,93,4.5,4.0,3.5,3.0
237,https://github.com/wevm/viem,https://github.com/eth-infinitism/account-abstraction,0.58141807280,0.41858192720,2.7k,946,30,498,4.5,4.8,4.2,4.0,1.6k,675,39,25,3.5,4.0,3.0,3.5
238,https://github.com/wevm/viem,https://github.com/safe-global/safe-smart-account,0.56679893060,0.43320106940,2.7k,946,30,498,4.5,4.8,4.2,4.0,1.9k,957,49,50,4.5,4.0,3.5,3.0
242,https://github.com/wevm/viem,https://github.com/alloy-rs/core,0.71942479520,0.28057520480,2.7k,946,30,498,4.5,4.8,4.2,4.0,818,167,22,66,4.5,4.8,4.2,4.0
243,https://github.com/chainsafe/lodestar,https://github.com/bluealloy/revm,0.73599242927,0.26400757073,1.2k,317,35,111,4.5,4.8,4.2,4.0,1.7k,602,30,154,4.5,4.8,4.2,4.0
244,https://github.com/chainsafe/lodestar,https://github.com/alloy-rs/core,0.76219547470,0.23780452530,1.2k,317,35,111,4.5,4.8,4.2,4.0,818,167,22,66,4.5,4.8,4.2,4.0
245,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/consensys/teku,0.84499659305,0.15500340695,25.2k,11.9k,640,464,4.5,4.8,4.7,4.3,692,304,34,109,4.5,4.0,4.0,3.5
246,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/ethereum/go-ethereum,0.38658155987,0.61341844013,25.2k,11.9k,640,464,4.5,4.8,4.7,4.3,48.1k,20.4k,2.2k,"1,111",4.5,4.8,4.7,4.2
249,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/chainsafe/lodestar,0.42950014653,0.57049985347,25.2k,11.9k,640,464,4.5,4.8,4.7,4.3,1.2k,317,35,111,4.5,4.8,4.2,4.0
250,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/ethers-io/ethers.js,0.22259238870,0.77740761130,25.2k,11.9k,640,464,4.5,4.8,4.7,4.3,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
251,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/ethereum/solidity,0.53662225840,0.46337774160,25.2k,11.9k,640,464,4.5,4.8,4.7,4.3,23.7k,5.9k,732,636,4.5,4.8,4.7,4.2
253,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/ipfs/js-ipfs,0.73987288845,0.26012711155,25.2k,11.9k,640,464,4.5,4.8,4.7,4.3,7.4k,1.3k,223,221,4.0,4.5,3.5,3.0
254,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/eth-infinitism/account-abstraction,0.62385094665,0.37614905335,25.2k,11.9k,640,464,4.5,4.8,4.7,4.3,1.6k,675,39,25,3.5,4.0,3.0,3.5
256,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/libp2p/go-libp2p,0.45454564460,0.54545435540,25.2k,11.9k,640,464,4.5,4.8,4.7,4.3,6.2k,1.1k,181,214,4.5,4.8,4.2,4.0
259,https://github.com/protofire/solhint,https://github.com/nomicfoundation/hardhat,0.48706015923,0.51293984077,1.1k,169,21,52,4.5,4.0,3.5,4.0,7.4k,1.5k,77,373,4.5,4.8,4.7,4.3
261,https://github.com/protofire/solhint,https://github.com/eth-infinitism/account-abstraction,0.17328588981,0.82671411019,1.1k,169,21,52,4.5,4.0,3.5,4.0,1.6k,675,39,25,3.5,4.0,3.0,3.5
262,https://github.com/protofire/solhint,https://github.com/consensys/teku,0.22706905640,0.77293094360,1.1k,169,21,52,4.5,4.0,3.5,4.0,692,304,34,109,4.5,4.0,4.0,3.5
263,https://github.com/protofire/solhint,https://github.com/ethereum/solidity,0.07026215228,0.92973784772,1.1k,169,21,52,4.5,4.0,3.5,4.0,23.7k,5.9k,732,636,4.5,4.8,4.7,4.2
265,https://github.com/protofire/solhint,https://github.com/crate-crypto/go-ipa,0.47021267125,0.52978732875,1.1k,169,21,52,4.5,4.0,3.5,4.0,33,14,3,3,4.0,4.5,3.0,3.5
266,https://github.com/protofire/solhint,https://github.com/ethereum/remix-project,0.10280715921,0.89719284079,1.1k,169,21,52,4.5,4.0,3.5,4.0,2.5k,1k,68,181,4.5,4.8,4.2,4.0
268,https://github.com/protofire/solhint,https://github.com/chainsafe/lodestar,0.14895309321,0.85104690679,1.1k,169,21,52,4.5,4.0,3.5,4.0,1.2k,317,35,111,4.5,4.8,4.2,4.0
269,https://github.com/protofire/solhint,https://github.com/libp2p/go-libp2p,0.06250044922,0.93749955078,1.1k,169,21,52,4.5,4.0,3.5,4.0,6.2k,1.1k,181,214,4.5,4.8,4.2,4.0
270,https://github.com/protofire/solhint,https://github.com/paradigmxyz/reth,0.11764785470,0.88235214530,1.1k,169,21,52,4.5,4.0,3.5,4.0,4.3k,1.3k,60,446,4.5,4.8,4.2,4.0
272,https://github.com/protofire/solhint,https://github.com/bluealloy/revm,0.09090968491,0.90909031509,1.1k,169,21,52,4.5,4.0,3.5,4.0,1.7k,602,30,154,4.5,4.8,4.2,4.0
274,https://github.com/web3/web3.js,https://github.com/ethereum/go-ethereum,0.44150753315,0.55849246685,19.5k,5k,463,298,4.5,4.8,4.2,4.0,48.1k,20.4k,2.2k,"1,111",4.5,4.8,4.7,4.2
276,https://github.com/web3/web3.js,https://github.com/chainsafe/lodestar,0.60224822915,0.39775177085,19.5k,5k,463,298,4.5,4.8,4.2,4.0,1.2k,317,35,111,4.5,4.8,4.2,4.0
278,https://github.com/web3/web3.js,https://github.com/ethers-io/ethers.js,0.33612623305,0.66387376695,19.5k,5k,463,298,4.5,4.8,4.2,4.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
281,https://github.com/web3/web3.js,https://github.com/ipfs/js-ipfs,0.70159757600,0.29840242400,19.5k,5k,463,298,4.5,4.8,4.2,4.0,7.4k,1.3k,223,221,4.0,4.5,3.5,3.0
282,https://github.com/web3/web3.js,https://github.com/ethereum/web3.py,0.50194176250,0.49805823750,19.5k,5k,463,298,4.5,4.8,4.2,4.0,5.1k,1.7k,125,254,4.5,4.8,4.2,4.0
285,https://github.com/web3/web3.js,https://github.com/libp2p/go-libp2p,0.45454564460,0.54545435540,19.5k,5k,463,298,4.5,4.8,4.2,4.0,6.2k,1.1k,181,214,4.5,4.8,4.2,4.0
286,https://github.com/web3/web3.js,https://github.com/paradigmxyz/reth,0.62500017970,0.37499982030,19.5k,5k,463,298,4.5,4.8,4.2,4.0,4.3k,1.3k,60,446,4.5,4.8,4.2,4.0
287,https://github.com/web3/web3.js,https://github.com/alloy-rs/core,0.76219547470,0.23780452530,19.5k,5k,463,298,4.5,4.8,4.2,4.0,818,167,22,66,4.5,4.8,4.2,4.0
288,https://github.com/web3/web3.js,https://github.com/prettier-solidity/prettier-plugin-solidity,0.72836398720,0.27163601280,19.5k,5k,463,298,4.5,4.8,4.2,4.0,731,75,12,21,4.5,4.0,3.5,4.0
291,https://github.com/web3/web3.js,https://github.com/crate-crypto/go-ipa,0.83333317360,0.16666682640,19.5k,5k,463,298,4.5,4.8,4.2,4.0,33,14,3,3,4.0,4.5,3.0,3.5
293,https://github.com/web3/web3.js,https://github.com/eth-infinitism/account-abstraction,0.50000000000,0.50000000000,19.5k,5k,463,298,4.5,4.8,4.2,4.0,1.6k,675,39,25,3.5,4.0,3.0,3.5
294,https://github.com/web3/web3.js,https://github.com/protofire/solhint,0.92592545270,0.07407454730,19.5k,5k,463,298,4.5,4.8,4.2,4.0,1.1k,169,21,52,4.5,4.0,3.5,4.0
295,https://github.com/ipfs/js-ipfs,https://github.com/ethereum/go-ethereum,0.22795584370,0.77204415630,7.4k,1.3k,223,221,4.0,4.5,3.5,3.0,48.1k,20.4k,2.2k,"1,111",4.5,4.8,4.7,4.2
298,https://github.com/ipfs/js-ipfs,https://github.com/ethers-io/ethers.js,0.23390041286,0.76609958714,7.4k,1.3k,223,221,4.0,4.5,3.5,3.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
301,https://github.com/ipfs/js-ipfs,https://github.com/crate-crypto/go-ipa,0.81967153620,0.18032846380,7.4k,1.3k,223,221,4.0,4.5,3.5,3.0,33,14,3,3,4.0,4.5,3.0,3.5
302,https://github.com/ipfs/js-ipfs,https://github.com/bluealloy/revm,0.53191424940,0.46808575060,7.4k,1.3k,223,221,4.0,4.5,3.5,3.0,1.7k,602,30,154,4.5,4.8,4.2,4.0
303,https://github.com/ipfs/js-ipfs,https://github.com/eth-infinitism/account-abstraction,0.47618975910,0.52381024090,7.4k,1.3k,223,221,4.0,4.5,3.5,3.0,1.6k,675,39,25,3.5,4.0,3.0,3.5
304,https://github.com/mochajs/mocha,https://github.com/gulpjs/gulp,0.66561005707,0.33438994293,22.7k,3k,398,503,4.5,4.0,4.5,4.0,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
305,https://github.com/mochajs/mocha,https://github.com/chzyer/readline,0.98083924408,0.01916075592,22.7k,3k,398,503,4.5,4.0,4.5,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
306,https://github.com/mochajs/mocha,https://github.com/debug-js/debug,0.94541452680,0.05458547320,22.7k,3k,398,503,4.5,4.0,4.5,4.0,11.2k,945,139,116,4.5,4.0,4.0,4.0
307,https://github.com/mochajs/mocha,https://github.com/babel/babel,0.13637295381,0.86362704619,22.7k,3k,398,503,4.5,4.0,4.5,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
308,https://github.com/mochajs/mocha,https://github.com/marak/colors.js,0.66951884580,0.33048115420,22.7k,3k,398,503,4.5,4.0,4.5,4.0,5.2k,449,53,44,4.5,3.5,3.0,4.0
309,https://github.com/mochajs/mocha,https://github.com/level/levelup,0.99035508479,0.00964491521,22.7k,3k,398,503,4.5,4.0,4.5,4.0,4.1k,267,91,42,4.5,4.0,3.5,3.0
311,https://github.com/mochajs/mocha,https://github.com/go-task/slim-sprig,0.97599725929,0.02400274071,22.7k,3k,398,503,4.5,4.0,4.5,4.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
312,https://github.com/mochajs/mocha,https://github.com/electron/electron,0.69971525168,0.30028474832,22.7k,3k,398,503,4.5,4.0,4.5,4.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
313,https://github.com/mochajs/mocha,https://github.com/gregberge/svgr,0.87635007650,0.12364992350,22.7k,3k,398,503,4.5,4.0,4.5,4.0,10.6k,425,35,132,4.5,4.8,4.2,4.0
317,https://github.com/mochajs/mocha,https://github.com/eslint/eslint,0.13778200948,0.86221799052,22.7k,3k,398,503,4.5,4.0,4.5,4.0,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
318,https://github.com/mochajs/mocha,https://github.com/dcodeio/long.js,0.32536544212,0.67463455788,22.7k,3k,398,503,4.5,4.0,4.5,4.0,892,206,23,17,4.5,4.0,3.5,3.0
320,https://github.com/mochajs/mocha,https://github.com/facebook/react,0.88850404972,0.11149595028,22.7k,3k,398,503,4.5,4.0,4.5,4.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
321,https://github.com/mochajs/mocha,https://github.com/cssnano/cssnano,0.97979098274,0.02020901726,22.7k,3k,398,503,4.5,4.0,4.5,4.0,4.8k,319,49,109,4.5,4.0,4.0,4.0
324,https://github.com/mochajs/mocha,https://github.com/jedisct1/go-minisign,0.87906892819,0.12093107181,22.7k,3k,398,503,4.5,4.0,4.5,4.0,113,12,5,3,3.5,3.0,2.5,3.0
327,https://github.com/mochajs/mocha,https://github.com/browserslist/browserslist,0.86454767149,0.13545232851,22.7k,3k,398,503,4.5,4.0,4.5,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
328,https://github.com/mochajs/mocha,https://github.com/floating-ui/floating-ui,0.76301411610,0.23698588390,22.7k,3k,398,503,4.5,4.0,4.5,4.0,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
329,https://github.com/mochajs/mocha,https://github.com/mattn/go-isatty,0.94152997465,0.05847002535,22.7k,3k,398,503,4.5,4.0,4.5,4.0,845,108,12,29,4.0,3.5,3.0,3.5
330,https://github.com/mochajs/mocha,https://github.com/clap-rs/clap,0.91622177576,0.08377822424,22.7k,3k,398,503,4.5,4.0,4.5,4.0,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
331,https://github.com/mochajs/mocha,https://github.com/fb55/entities,0.32880658440,0.67119341560,22.7k,3k,398,503,4.5,4.0,4.5,4.0,331,64,5,23,4.5,4.0,3.5,4.0
334,https://github.com/mochajs/mocha,https://github.com/axios/axios,0.72445665106,0.27554334894,22.7k,3k,398,503,4.5,4.0,4.5,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
335,https://github.com/mochajs/mocha,https://github.com/colorjs/color-name,0.97224791860,0.02775208140,22.7k,3k,398,503,4.5,4.0,4.5,4.0,119,30,3,8,3.5,2.5,2.0,3.0
336,https://github.com/mochajs/mocha,https://github.com/brooooooklyn/snappy,0.93608296105,0.06391703895,22.7k,3k,398,503,4.5,4.0,4.5,4.0,168,10,4,6,4.0,4.5,3.5,3.0
337,https://github.com/mochajs/mocha,https://github.com/import-js/eslint-plugin-import,0.93050990389,0.06949009611,22.7k,3k,398,503,4.5,4.0,4.5,4.0,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
338,https://github.com/mochajs/mocha,https://github.com/getsentry/sentry-javascript,0.11039491881,0.88960508119,22.7k,3k,398,503,4.5,4.0,4.5,4.0,8.1k,1.6k,125,540,4.5,4.8,4.2,4.0
339,https://github.com/mochajs/mocha,https://github.com/humanwhocodes/object-schema,0.73883327582,0.26116672418,22.7k,3k,398,503,4.5,4.0,4.5,4.0,32,7,2,3,4.0,3.5,2.5,3.0
340,https://github.com/mochajs/mocha,https://github.com/boa-dev/boa,0.83951033302,0.16048966698,22.7k,3k,398,503,4.5,4.0,4.5,4.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
341,https://github.com/mochajs/mocha,https://github.com/inikulin/parse5,0.99727520208,0.00272479792,22.7k,3k,398,503,4.5,4.0,4.5,4.0,3.7k,238,43,38,4.5,4.8,3.5,4.0
342,https://github.com/mochajs/mocha,https://github.com/ethers-io/ethers.js,0.95734106810,0.04265893190,22.7k,3k,398,503,4.5,4.0,4.5,4.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
343,https://github.com/mochajs/mocha,https://github.com/formatjs/formatjs,0.96384837000,0.03615163000,22.7k,3k,398,503,4.5,4.0,4.5,4.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
345,https://github.com/mochajs/mocha,https://github.com/kaelzhang/node-ignore,0.99974967265,0.00025032735,22.7k,3k,398,503,4.5,4.0,4.5,4.0,454,47,10,20,4.5,4.0,3.5,3.0
346,https://github.com/mochajs/mocha,https://github.com/google/flatbuffers,0.78488455470,0.21511544530,22.7k,3k,398,503,4.5,4.0,4.5,4.0,23.6k,3.3k,644,650,4.5,4.8,4.2,4.0
348,https://github.com/mochajs/mocha,https://github.com/fastify/fastify,0.90578960217,0.09421039783,22.7k,3k,398,503,4.5,4.0,4.5,4.0,32.8k,2.3k,299,772,4.5,4.8,4.7,4.3
349,https://github.com/mochajs/mocha,https://github.com/alexeyraspopov/picocolors,0.99909173480,0.00090826520,22.7k,3k,398,503,4.5,4.0,4.5,4.0,1.4k,45,10,13,4.5,4.0,3.5,4.0
350,https://github.com/gulpjs/gulp,https://github.com/chzyer/readline,0.88320944643,0.11679055357,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
353,https://github.com/gulpjs/gulp,https://github.com/go-task/slim-sprig,0.95283578934,0.04716421066,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
354,https://github.com/gulpjs/gulp,https://github.com/electron/electron,0.59760559323,0.40239440677,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
356,https://github.com/gulpjs/gulp,https://github.com/emotion-js/emotion,0.65862230003,0.34137769997,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
357,https://github.com/gulpjs/gulp,https://github.com/coinbase/coinbase-wallet-sdk,0.24048367674,0.75951632325,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,1.5k,601,171,52,4.5,4.0,3.5,4.0
358,https://github.com/gulpjs/gulp,https://github.com/bradfitz/iter,0.11443530290,0.88556469710,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,298,12,5,Not provided,2.0,1.5,1.0,1.5
360,https://github.com/gulpjs/gulp,https://github.com/dcodeio/long.js,0.19981798745,0.80018201255,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,892,206,23,17,4.5,4.0,3.5,3.0
361,https://github.com/gulpjs/gulp,https://github.com/facebook/react,0.86897541858,0.13102458142,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
363,https://github.com/gulpjs/gulp,https://github.com/ajv-validator/ajv,0.57711539003,0.42288460997,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,14k,886,112,207,4.5,4.8,4.2,4.0
364,https://github.com/gulpjs/gulp,https://github.com/browserslist/browserslist,0.77771059313,0.22228940687,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
365,https://github.com/gulpjs/gulp,https://github.com/floating-ui/floating-ui,0.65221466484,0.34778533516,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
370,https://github.com/gulpjs/gulp,https://github.com/colorjs/color-name,0.97531372150,0.02468627850,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,119,30,3,8,3.5,2.5,2.0,3.0
373,https://github.com/gulpjs/gulp,https://github.com/boa-dev/boa,0.78532428240,0.21467571760,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
374,https://github.com/gulpjs/gulp,https://github.com/ethers-io/ethers.js,0.92281982980,0.07718017020,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
375,https://github.com/gulpjs/gulp,https://github.com/formatjs/formatjs,0.93811345085,0.06188654915,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
376,https://github.com/gulpjs/gulp,https://github.com/google/flatbuffers,0.57252778570,0.42747221430,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,23.6k,3.3k,644,650,4.5,4.8,4.2,4.0
377,https://github.com/gulpjs/gulp,https://github.com/biomejs/biome,0.43914079838,0.56085920162,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,16.5k,512,52,478,4.5,4.8,4.2,4.0
378,https://github.com/gulpjs/gulp,https://github.com/fastify/fastify,0.81395229885,0.18604770115,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,32.8k,2.3k,299,772,4.5,4.8,4.7,4.3
379,https://github.com/gulpjs/gulp,https://github.com/alexeyraspopov/picocolors,0.99809160310,0.00190839690,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0,1.4k,45,10,13,4.5,4.0,3.5,4.0
380,https://github.com/webpack/webpack,https://github.com/mochajs/mocha,0.90068991443,0.09931008557,64.9k,8.9k,1.5k,810,4.5,5,4.8,4.2,22.7k,3k,398,503,4.5,4.0,4.5,4.0
381,https://github.com/webpack/webpack,https://github.com/gulpjs/gulp,0.94528804594,0.05471195406,64.9k,8.9k,1.5k,810,4.5,5,4.8,4.2,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
